"doc_id","passage","is_securitising","securitisation_type","referent_object","threat_actor","extraordinary_measure","confidence","coder_notes","batch_file","doc_date","doc_title","doc_source","doc_content_type","doc_url","juncture","year"
"016f01e23ad6","В обставинах такого шаленого тиску автокефалія може стати єдиним чинником цілісності Церкви, запорукою збереження невикривленого етнофілетизмом православного віровчення, навіть якщо не вести мову про об'єднання з УАПЦ і УПЦ КП.",TRUE,"both","faith","Russia","other",2,"Clear securitising move: identifies 'russkiy mir' ideology and pressure from Moscow as an existential threat to the Church's integrity and doctrinal purity, and frames autocephaly (administrative separation from the Moscow Patriarchate) as the 'only' safeguard -- i.e. an extraordinary ecclesiastical measure beyond continuing dialogue/normal church politics. Coded extraordinary_measure as 'other' since it is administrative separation/schism rather than ban/sanction/dissolution/seizure of a target church; referent object is the true/undistorted Orthodox faith of the UOC.","coded_batch_01.json","2010-12-24","Автокефалія УПЦ: переосмислення","risu.ua","poroshenko_speech","https://risu.ua/avtokefaliya-upc-pereosmislennya_n43597","outside_junctures","2010"
"016f01e23ad6","РПЦ є надзвичайно заполітизованою церквою, що завжди сповідувала ідеї цезаропапізму та етатизму, а за патріарха Кирила ще й відверту єресь етнофілетизму («русскій мір»). Адміністративний вихід з-під її юрисдикції дасть шанс звільнитися від цих хворобливих ідей різних кольорів і спрямувань.",TRUE,"ontological","faith","Russia","other",2,"Author explicitly labels the Moscow Patriarchate's 'russkiy mir' doctrine as heresy ('єресь етнофілетизму') threatening the Church's spiritual health, and calls for 'administrative exit' from ROC jurisdiction (i.e. autocephaly) as the remedy -- threat + existential framing + call for an extraordinary ecclesiastical/administrative break.","coded_batch_01.json","2010-12-24","Автокефалія УПЦ: переосмислення","risu.ua","poroshenko_speech","https://risu.ua/avtokefaliya-upc-pereosmislennya_n43597","outside_junctures","2010"
"e8e06141e62b","80 років тому на Першому всеукраїнському церковному соборі (відбувався 14–30 жовтня 1921 року) підтверджено право на існування Української автокефальної православної церкви, яка фактично діяла вже з 1917-го.",FALSE,"neither","other","none","none",3,"Local historical account of the UAPC parish in Kherson in the 1920s (dissolved by Soviet authorities in 1924). No relevance to present-day UOC-MP securitisation.","coded_batch_01.json","2011-10-13","Як народжувалась автокефалія у Херсоні","risu.ua","poroshenko_speech","https://risu.ua/yak-narodzhuvalas-avtokefaliya-u-hersoni_n51422","outside_junctures","2011"
"2120e368cfe6","Чіткі конфесійні симпатії, «напрестолування» особисто Патріархом Московським Кирилом Гундяєвим та «цивілізаційна орієнтація» на «русский мир», мабуть, зіграли тут свою ключову роль.",FALSE,"neither","other","Russia","none",1,"Analytical essay on Vatican-Ukraine relations mentioning Yanukovych's ties to Patriarch Kirill and 'russkiy mir' civilizational orientation as an explanation for his lack of Vatican outreach. Descriptive/explanatory, not a call for extraordinary measures against UOC-MP; article is not Poroshenko's own words despite the speaker tag -- authored commentary by a third party.","coded_batch_01.json","2014-04-26","Порошенко, Папа і Путін","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-papa-i-putin_n77093","outside_junctures","2014"
"8d5b7f3aea09","Чіткі конфесійні симпатії, «напрестолування» особисто Патріархом Московським Кирилом Гундяєвим та «цивілізаційна орієнтація» на «русский мир», мабуть, зіграли тут свою ключову роль.",FALSE,"neither","other","Russia","none",1,"Near-identical duplicate of doc 2120e368cfe6 (same essay, minor orthographic variants). Same coding rationale: descriptive commentary, not a securitising move; not Poroshenko's own words despite speaker tag.","coded_batch_01.json","2014-04-26","Порошенко, Папа і Путін","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-papa-i-putin_n77896","outside_junctures","2014"
"c9c55ff85a45","Никто не станет проверять сигналы о том, что приходы и монастыри УПЦ МП оказывают поддержку сепаратистам... Никакого самоочищения. Никакого переосмысления. Тем более, покаяния.",FALSE,"neither","state","UOC-MP","none",1,"This is journalist Kateryna Shchotkina's own critical commentary, NOT Poroshenko's speech, despite the 'speaker: poroshenko' tag -- no direct Poroshenko quotes appear in the article at all. The piece ironically predicts that alleged UOC-MP parish/monastery support for separatists and a priest caught armed during a polling-station seizure will go uninvestigated. It identifies a potential material threat (clergy allegedly aiding separatists) but the tone is a lament about the ABSENCE of state/church accountability rather than an explicit call for extraordinary measures; no clear existential framing beyond a single incident. Coded conservatively as not securitising, but flagged as borderline given the described events.","coded_batch_01.json","2014-06-04","Сможет ли Порошенко победить в себе русское православие","risu.ua","poroshenko_speech","https://risu.ua/smozhet-li-poroshenko-pobedit-v-sebe-russkoe-pravoslavie_n69321","outside_junctures","2014"
"c355844847ee","Він мусить зрозуміть, що тут мова йде не лише про нього.",FALSE,"neither","other","none","none",3,"UGCC Bishop Borys Gudziak reflects on the responsibilities of the newly elected president. No mention of UOC-MP or any securitising content.","coded_batch_01.json","2014-06-05","Порошенко буде великим президентом, або буде найбільшим розчаруванням за історію України, - владика Гудзяк","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-bude-velikim-prezidentom-abo-bude-naybilshim-rozcharuvannyam-za-istoriyu-ukrajini-vladika-gudzyak_n69176","outside_junctures","2014"
"b7779885292a","Наталья Витренко объявила с трибуны, что Собор православных женщин Украины не будет мириться с таким порядком вещей и уже присоединился к «народному сопротивлению евроколонизации».",TRUE,"ontological","other","UOC-MP","other",2,"Reverse-direction securitising move: pro-Russian activist Natalia Vytrenko, speaking at a Moscow Patriarchate forum in Moscow, frames the UOC-MP leadership (Metropolitan Onufriy) as having 'betrayed' Russian Orthodoxy/the 'Russian World' by pursuing an independent policy, recognising the Ukrainian government, and condemning separatism, and declares that her organisation has joined 'popular resistance to Euro-colonisation'. This inverts the codebook's usual Ukrainian-nationalist framing: here the referent object under threat is Russian Orthodox unity/'Russian World' (coded 'other') and the threat actor is the UOC-MP leadership itself for insufficient loyalty to Moscow. Not Poroshenko's own words despite the speaker tag -- Poroshenko is only referenced as a topic ('so-called president'), not a speaker. Included because it directly involves and targets UOC-MP leadership with existential betrayal-framing and a call to join organised 'resistance'.","coded_batch_01.json","2014-06-06","Зал церковных Соборов РПЦ аплодировал Наталье Витренко за осуждение руководства УПЦ и «так называемого президента Порошенко»","risu.ua","poroshenko_speech","https://risu.ua/zal-cerkovnyh-soborov-rpc-aplodiroval-natale-vitrenko-za-osuzhdenie-rukovodstva-upc-i-tak-nazyvaemogo-prezidenta-poroshenko_n69187","outside_junctures","2014"
"b7779885292a","Тот враг православия, тот враг нашего народа -- я это утверждаю с этой высокой трибуны, и пусть мне попробует кто-то сказать, что Порошенко православный человек!",TRUE,"ontological","other","UOC-MP","other",1,"Vytrenko frames recognition of Poroshenko's presidency (which UOC-MP leadership publicly supported) as making one 'an enemy of Orthodoxy, an enemy of our people' -- existential enemy-framing tied directly to criticism of UOC-MP's stance. Lower confidence as the explicit target here is Poroshenko rather than UOC-MP directly, though UOC-MP's supportive stance toward him is the proximate grievance discussed in surrounding text.","coded_batch_01.json","2014-06-06","Зал церковных Соборов РПЦ аплодировал Наталье Витренко за осуждение руководства УПЦ и «так называемого президента Порошенко»","risu.ua","poroshenko_speech","https://risu.ua/zal-cerkovnyh-soborov-rpc-aplodiroval-natale-vitrenko-za-osuzhdenie-rukovodstva-upc-i-tak-nazyvaemogo-prezidenta-poroshenko_n69187","outside_junctures","2014"
"8b9771cc214a","Президент України запевнив, що шануватиме право на історичну пам'ять, вшанування героїв і захист релігійних традицій.",FALSE,"neither","other","none","none",3,"Report on Poroshenko's presidential inauguration speech. Focuses on peace, army, unity, anti-corruption; no mention of UOC-MP or any securitising content.","coded_batch_01.json","2014-06-07","Петро Порошенко склав присягу Президента України","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-sklav-prisyagu-prezidenta-ukrajini_n69175","outside_junctures","2014"
"be34d5d39fec","«Наша Церква не має бути осторонь. Мені здається, що в цих умовах залучення Церкви і її милосердна місія дуже важливі», - цитуює слова Порошенка сайт Глави держави.",FALSE,"neither","other","none","none",3,"Poroshenko's direct call for churches, including UOC-MP (Metropolitan Onufriy is quoted supporting the initiative), to help negotiate hostage releases in Donbas. Cooperative, not securitising -- no threat framing directed at UOC-MP.","coded_batch_01.json","2014-06-26","Порошенко закликав Церкви сприяти звільненню заручників з полону донбаських терористів","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-zaklikav-cerkvi-spriyati-zvilnennyu-zaruchnikiv-z-polonu-donbaskih-teroristiv_n69453","outside_junctures","2014"
"8548bcb78a09","Визнання Матері-Церкви є вирішальним для процесу і можливого визнання автокефалії помісної Церкви в Україні.",FALSE,"neither","other","none","none",3,"Academic theological essay on the anthropological and ecclesiological dimensions of autocephaly. Abstract theological argumentation; no securitising framing of UOC-MP.","coded_batch_01.json","2014-08-16","Автокефалія  Православної Церкви в Україні","risu.ua","poroshenko_speech","https://risu.ua/avtokefaliya--pravoslavnoyi-cerkvi-v-ukrayini_n70294","outside_junctures","2014"
"ab69b7cf6950","""Якщо країна потребує єдності, то і Церква потребує діалогу.""",FALSE,"neither","other","none","none",3,"Report on a cordial meeting between Poroshenko and newly elected UOC-MP Metropolitan Onufriy, both expressing hope for church unity/dialogue. Cooperative tone; no securitising content.","coded_batch_01.json","2014-08-17","Порошенко зустрівся з Онуфрієм і закликав до об’єднання Церков","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-zustrivsya-z-onufriyem-i-zaklikav-do-ob-yednannya-cerkov_n70298","outside_junctures","2014"
"59b51c729f31","17 жовтня 2014 дружина президента України Марина Порошенко здійснила приватне паломництво до святих місць Генуї і відвідала громаду українців.",FALSE,"neither","other","none","none",3,"Human-interest report on the First Lady's private pilgrimage and visit to a UGCC community in Genoa. No mention of UOC-MP or securitising content.","coded_batch_01.json","2014-10-17","Марина Порошенко відвідала громаду УГКЦ в Генуї","risu.ua","poroshenko_speech","https://risu.ua/marina-poroshenko-vidvidala-gromadu-ugkc-v-genuji_n71202","outside_junctures","2014"
"46dcd7bd636c","Тому в українському випадку так звана УПЦ КП ― це не невизнана автокефальна Церква, а розкол. А відтак ця структура не має жодного шансу на визнання.",FALSE,"neither","other","none","none",3,"UOC-MP official (Metropolitan Mytrofan) argues canonically against UOC-KP's legitimacy. This is UOC-MP's own canonical/theological argumentation directed AT a rival church (UOC-KP), not a threat framing of UOC-MP itself, and contains no existential-threat claim or call for extraordinary measures -- purely canon-law argumentation.","coded_batch_02.json","2014-11-11","Митрополит Митрофан: «Невизнана автокефалія і розкол ― різні речі»","risu.ua","poroshenko_speech","https://risu.ua/mitropolit-mitrofan-neviznana-avtokefaliya-i-rozkol-rizni-rechi_n71520","outside_junctures","2014"
"7c11f00f7640","Тому в українському випадку так звана УПЦ КП ― це не невизнана автокефальна Церква, а розкол. А відтак ця структура не має жодного шансу на визнання.",FALSE,"neither","other","none","none",3,"Near-duplicate of doc 46dcd7bd636c with same UOC-MP official's canonical argument against UOC-KP legitimacy. Not securitising.","coded_batch_02.json","2014-11-12","Глава ВЗЦЗ УПЦ (МП) пояснив різницю між неканонічними автокефаліями РПЦ і УПЦ КП","risu.ua","poroshenko_speech","https://risu.ua/glava-vzcz-upc-mp-poyasniv-riznicyu-mizh-nekanonichnimi-avtokefaliyami-rpc-i-upc-kp_n71550","outside_junctures","2014"
"4f71c420c380","Жодного сумніву, що нам вдасться відбити цю інформаційну агресію. Церковну карту ми розіграти не дамо.",TRUE,"both","nation","Russia","other",2,"Direct Poroshenko quote at a meeting with the All-Ukrainian Council of Churches. He states that Russia's information war 'touches on church matters' and is attempting 'to split Ukrainian society' (~20% of Russian propaganda concerns religious material), labels this 'informational aggression', and vows resistance ('we will not allow the church card to be played'). Threat actor is Russia using religious institutions (implicitly including UOC-MP) as a vector; referent object is national unity. Extraordinary measure is coded 'other' as a vague vow of active resistance/defence rather than a specific named measure.","coded_batch_02.json","2015-02-18","Ми не дамо Росії розіграти церковну карту — Порошенко","risu.ua","poroshenko_speech","https://risu.ua/mi-ne-damo-rosiji-rozigrati-cerkovnu-kartu-poroshenko_n73059","outside_junctures","2015"
"ea5875bf5cde","Тепер вже остаточно ясно, що ми на Майдані рік тому боролися не з Януковичем.",FALSE,"neither","other","none","none",3,"Poroshenko speech on the anniversary of the Heavenly Hundred and Russia's culpability in Maidan killings and the conflict. No mention of UOC-MP.","coded_batch_02.json","2015-02-20","Петро Порошенко: Янукович вічно горітиме в пеклі","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-yanukovich-vichno-goritime-v-pekli_n73137","outside_junctures","2015"
"1af00ae7b56b","Бажаю усім вам доброго здоров'я, миру та благополуччя.",FALSE,"neither","other","none","none",3,"Holiday greeting for Passover; no UOC-MP content.","coded_batch_02.json","2015-04-05","Петро Порошенко привітав юдеїв зі святом Песах","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-privitav-yudejiv-zi-svyatom-pesah_n73821","outside_junctures","2015"
"747671df4e8c","Не держава має давати оцінку єрархам Церков. Я думаю, що цю оцінку мають давати народ і прихожани.",FALSE,"neither","other","none","none",3,"Reports that UOC-MP bishops led by Metropolitan Onufriy did not stand when Poroshenko read the names of ATO heroes in parliament. Notably, Poroshenko's own quoted response explicitly declines to have the state judge the bishops' conduct, deferring to 'the people and parishioners' instead -- the opposite of a securitising move (he avoids escalating a potentially inflammatory incident into a state matter).","coded_batch_02.json","2015-05-12","Порошенко не втручатиметься у скандал з єпископами УПЦ (МП): оцінку дасть народ","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-ne-vtruchatimetsya-u-skandal-z-yepiskopami-upc-mp-ocinku-dast-narod_n74263","outside_junctures","2015"
"b52c69c3bf46","Загроза ганебного вигнання МП з України не без участі Константинопольського патріархату через 23 роки після, здавалося б, тріумфу «операції з утримання УПЦ», бюрократія РПЦ почала відчувати дуже болісно.",FALSE,"neither","other","Russia","none",1,"Long analytical opinion column speculating on the Moscow Patriarchate's possible strategic calculations around granting UOC 'forced/controlled autocephaly' to retain loyalty. It is analytical/speculative about ROC's internal politics and possible manoeuvres (e.g. retaining monasteries as leverage, comparing this to a 'stauropegial Donbas' for UOC) rather than a securitising move by a Ukrainian actor calling for extraordinary measures against UOC-MP. No explicit existential-threat-plus-extraordinary-measure structure identified. Coded conservatively as not securitising given its speculative, analytical register.","coded_batch_02.json","2015-06-11","Колонка Тетяни Деркач","risu.ua","poroshenko_speech","https://risu.ua/siluvana-avtokefaliya-piti-shchob-zalishitisya_n74725","outside_junctures","2015"
"2d8d68dd23b8","Ваша молитва весь час була поряд з українцями для того, щоб Господь захищав нас.",FALSE,"neither","other","none","none",3,"Cordial Poroshenko-Filaret (UOC-KP) meeting; no UOC-MP content, no securitising framing.","coded_batch_02.json","2015-10-23","Порошенко-Патріарху Філарету: Ваша молитва весь час була з Українським народом","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-patriarhu-filaretu-vasha-molitva-ves-chas-bula-z-ukrajinskim-narodom_n76623","outside_junctures","2015"
"9fec0a19e98f","Київські духовні школи стали символом відродження нашої держави, подолання несправедливостей, завданих українській Церкві та народу у минулому.",FALSE,"neither","other","none","none",3,"Poroshenko congratulatory message for the 400th anniversary of the Kyiv theological academy (published via UOC-MP's own site). Vague historical reference to past 'injustices' but no specific threat framing of UOC-MP or call for extraordinary measures.","coded_batch_02.json","2015-11-10","Петро Порошенко привітав Київські духовні школи з 400-літнім ювілеєм","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-privitav-kijivski-duhovni-shkoli-z-400-litnim-yuvileyem_n76932","outside_junctures","2015"
"6d2b9ef409d9","Украина — никакая не братская, я вам об этом прямо и честно говорю... сама Украина со всей своей свинской идеологией, со своим бесовским менталитетом, бытовым сатанизмом никакая не братская.",TRUE,"both","nation","Russia","other",2,"Reported statements by Andrei Tkachev, former head of the Kyiv eparchy missionary department of UOC (MP) who relocated to Moscow/ROC in 2014. He frames Ukraine itself as an existential 'enemy'/'hostile' entity ('demonic mentality') opposed to sacred Russian civilisational values, expresses hope for Poroshenko's imminent death, and calls for the Russian military to strike targets with precision -- an explicit call for extraordinary violent action. Coded as involving UOC-MP because the article specifically identifies him as a former leading UOC(MP)/ROC missionary, illustrating a securitising narrative associated with Moscow-aligned clergy formerly embedded in UOC-MP structures; the threat here runs from this figure toward Ukraine/Poroshenko rather than being a Ukrainian securitisation of UOC-MP. The article itself is reporting his statements rather than making its own securitising claim.","coded_batch_02.json","2015-11-18","Ведущий миссионер УПЦ/РПЦ ждет скорой смерти Порошенко и желает новых побед Путину","risu.ua","poroshenko_speech","https://risu.ua/vedushchiy-missioner-upc-rpc-zhdet-skoroy-smerti-poroshenko-i-zhelaet-novyh-pobed-putinu_n77040","outside_junctures","2015"
"404362f1ac47","Ті фотографії з зустрічі, які я переглядав, дуже контрастували з тим, як папа зустрічався з президентом Росії Володимиром Путіним.",FALSE,"neither","other","none","none",3,"Analytical interview about Vatican diplomacy comparing Poroshenko's and Putin's meetings with the Pope. No UOC-MP content.","coded_batch_02.json","2015-11-20","Зустріч папи Римського з Порошенком контрастувала із зустріччю з Путіним – релігієзнавець","risu.ua","poroshenko_speech","https://risu.ua/zustrich-papi-rimskogo-z-poroshenkom-kontrastuvala-iz-zustrichchyu-z-putinim-religiyeznavec_n77066","outside_junctures","2015"
"757dd7215952","Російські окупанти, з російськими паспортами, у Донецьку закривають баптистські церкви, потім вони побили священика та вбили його.",FALSE,"neither","other","none","none",3,"Poroshenko describes religious persecution (of Baptist churches) by Russian occupation forces in Donetsk. Does not involve or reference UOC-MP; outside the scope of this codebook.","coded_batch_02.json","2015-11-30","П.Порошенко: російські окупанти на Донбасі закривають баптистські церкви та вбивають священиків","risu.ua","poroshenko_speech","https://risu.ua/p-poroshenko-rosiyski-okupanti-na-donbasi-zakrivayut-baptistski-cerkvi-ta-vbivayut-svyashchenikiv_n77153","outside_junctures","2015"
"5caec20ac12b","Вітаю вас з Ханукою.",FALSE,"neither","other","none","none",3,"Holiday greeting; no UOC-MP content.","coded_batch_02.json","2015-12-07","Петро Порошенко привітав юдеїв із Ханукою","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-privitav-yudejiv-iz-hanukoyu_n77229","outside_junctures","2015"
"9227971df1fc","Сердечно вітаю Вас із Вашим 79-річчям.",FALSE,"neither","other","none","none",3,"Birthday greeting to Pope Francis; no UOC-MP content.","coded_batch_02.json","2015-12-17","Петро Порошенко привітав Папу Франциска з 79-річчям","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-privitav-papu-franciska-z-79-richchyam_n77383","outside_junctures","2015"
"b10332c45f05","Бажаю міцного здоров'я кожній українській родині.",FALSE,"neither","other","none","none",3,"Holiday greeting for Epiphany/Water Blessing; no UOC-MP content.","coded_batch_02.json","2016-01-19","Петро Порошенко привітав українців з Водохрещем","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-privitav-ukrajinciv-z-vodohreshchem_n77801","outside_junctures","2016"
"2f97a22d6a87","Прийміть мої щирі вітання з нагоди Вашого дня народження.",FALSE,"neither","other","none","none",3,"Birthday greeting to UOC-KP Patriarch Filaret from Poroshenko and Yatsenyuk; no UOC-MP content.","coded_batch_02.json","2016-01-25","Порошенко та Яценюк привітали Патріарха Філарета із 87-річчям","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-ta-yacenyuk-privitali-patriarha-filareta-iz-87-richchyam_n77885","outside_junctures","2016"
"195b6209b4ec","Порошенко висловив сподівання, що єпископи УПЦ (МП) відгукнуться на прагнення народу: активізують процеси міжцерковного діалогу і консолідації українського православ'я.",FALSE,"neither","other","none","none",3,"Poroshenko's address to the UOC-MP bishops' council is cooperative/appealing in tone (asking for dialogue and partnership), reminding them of their own 1992 pro-autocephaly statement, but does not frame UOC-MP as an existential threat or call for extraordinary measures against it -- it is an invitation to engage, not a securitising move.","coded_batch_02.json","2016-01-29","Порошенко нагадав єпископам УПЦ (МП), як у 1992 році вони одностайно прагнули канонічної автокефалії","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-nagadav-yepiskopam-upc-mp-yak-u-1992-roci-voni-odnostayno-pragnuli-kanonichnoji-avtokefaliji_n77989","outside_junctures","2016"
"71dd2e0e58fc","Ми упевнені в тому, що молитви Церкви Бог почує, що мир прийде на українську землю.",FALSE,"neither","other","none","none",3,"Cooperative Poroshenko-Bartholomew discussion on the united local church; no securitising content.","coded_batch_02.json","2016-03-10","Порошенко та Варфоломій I обговорили створення єдиної помісної Української Православної Церкви","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-ta-varfolomiy-i-obgovorili-stvorennya-yedinoji-pomisnoji-ukrajinskoji-pravoslavnoji-cerkvi_n78662","outside_junctures","2016"
"1486e8e257b5","Церква Константинополя є материнською Церквою Української нації.",FALSE,"neither","other","none","none",3,"Patriarch Bartholomew's diplomatic statement; no securitising content directed at UOC-MP.","coded_batch_02.json","2016-03-11","«Церква Константинополя є материнською Церквою Української нації», – Патріарх Варфоломій І – Порошенку","risu.ua","poroshenko_speech","https://risu.ua/cerkva-konstantinopolya-ye-materinskoyu-cerkvoyu-ukrajinskoji-naciji-patriarh-varfolomiy-i-poroshenku_n78673","outside_junctures","2016"
