"doc_id","passage","is_securitising","securitisation_type","referent_object","threat_actor","extraordinary_measure","confidence","coder_notes","batch_file","doc_date","doc_title","doc_source","doc_content_type","doc_url","juncture","year"
"dba09ff7182e","Представники РПЦ та російські урядовці погрожували релігійною війною в Україні та проклинали всіх, хто підтримує автокефалію.",TRUE,"both","nation","Russia","other",2,"Article reports that ROC representatives and Russian officials themselves 'threatened religious war in Ukraine' and cursed supporters of autocephaly in response to the Tomos process -- this documents an explicit threat/securitising move by Russian church and state actors directed at Ukraine over the church independence issue.","coded_batch_02.json","2016-06-16","ПЦУ відзначає третю річницю отримання Томосу","risu.ua","poroshenko_speech","https://risu.ua/pcu-vidznachaye-tretyu-richnicyu-otrimannya-tomosu_n124857","outside_junctures","2016"
"81a7dc69e948","Незалежність від Москви буде абсолютно узаконеною можливістю тримати на території України навіть не лабораторії, а цілі своєрідні військові бази «русского міра». Замість такої гібридної автокефалії для нас значно безпечніший відрив єпархій від Москви без жодного дозволу патріарха Кирила.",TRUE,"material","state","Russia","dissolution",3,"Explicit securitising move using military/security metaphor: the author warns that a 'hybrid' autocephaly which leaves UOC-MP monasteries under Moscow's direct control would effectively legalise 'veritable military bases of the russkiy mir' on Ukrainian territory. This existential framing (military bases = direct security threat) leads directly to a call for an extraordinary measure: forcibly severing eparchies from Moscow's jurisdiction without patriarchal permission, deemed 'safer' than negotiated hybrid autocephaly. Coded extraordinary_measure as 'dissolution' (dissolving Moscow's administrative/jurisdictional authority over Ukrainian dioceses).","coded_batch_02.json","2016-06-24","Автокефалія для чайників","risu.ua","poroshenko_speech","https://risu.ua/avtokefaliya-dlya-chaynikiv_n80173","outside_junctures","2016"
"ab207526ef77","Саме від неї ми очікуємо визнання Автокефалії Української Церкви – рівної до інших помісних православних Церков. І, зрозуміло, духовно та адміністративно незалежної від Москви, від країни-агресора.",TRUE,"both","nation","Russia","other",2,"Direct Poroshenko quote (Facebook statement on the Day of the Baptism of Rus-Ukraine) explicitly labels Moscow/Russia as 'the aggressor country' from which the Ukrainian Church must become 'spiritually and administratively independent'. This links the material conflict (Russia as aggressor state) to the ontological/religious independence sought via autocephaly -- threat identification plus a call for the extraordinary ecclesiastical-political measure of full administrative separation from Moscow.","coded_batch_02.json","2017-07-28","Порошенко закликав Константинополь визнати автокефалію української Церкви","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-zaklikav-konstantinopol-viznati-avtokefaliyu-ukrajinskoji-cerkvi_n85826","outside_junctures","2017"
"30a88b12ea0d","Влада не буде пасивно споглядати, коли інші держави використовують залежні від них релігійні інституції для досягнення своїх геополітичних цілей.",TRUE,"both","state","Russia","other",3,"Direct Poroshenko quote from his annual address to the Verkhovna Rada. Explicitly identifies foreign states (unnamed but understood as Russia) using 'religious institutions dependent on them' -- i.e. UOC-MP as a Moscow-dependent institution -- to pursue 'geopolitical goals', and declares the state 'will not passively watch'. This is a clear securitising move: threat identification (instrumentalised religious institutions), framing as a matter beyond normal church-state separation, and an explicit vow of state action, in support of the drive for autocephaly announced in the same speech.","coded_batch_02.json","2017-09-07","Президент Порошенко підтримує створення Помісної Церкви в Україні","risu.ua","poroshenko_speech","https://risu.ua/prezident-poroshenko-pidtrimuye-stvorennya-pomisnoji-cerkvi-v-ukrajini_n86469","outside_junctures","2017"
"afb0c2722b5d","Українську Православну Церкву Московського Патріархату Порошенко розглядав як інструмент Росії у війні з Україною. «Хіба можуть називатися українськими храми, в яких моляться за патріарха РПЦ Кирила, який зі свого боку, молиться за російське військо, що вбиває українських воїнів і цивільне населення? Прошу задуматися над цим і паству, і вірних цієї конфесії».",TRUE,"both","state","UOC-MP","other",3,"One of the clearest securitising moves in the batch. The investigative article states plainly that Poroshenko 'viewed the UOC MP as an instrument of Russia in the war against Ukraine', and quotes his own speech at the Feast of the Protection questioning whether churches praying for Patriarch Kirill -- who in turn prays for the Russian military 'killing Ukrainian soldiers and civilians' -- can even be called Ukrainian, explicitly urging UOC-MP's own flock to 'reflect on this'. This combines direct threat identification (UOC-MP as an instrument of the aggressor), existential framing (complicity with forces killing Ukrainians), and an implicit call for extraordinary action: delegitimising UOC-MP's national standing and encouraging believers to reconsider affiliation, in the context of the broader Tomos/autocephaly drive.","coded_batch_02.json","2017-12-08","Як Порошенко Константинополь брав: історія томосу для українського православ'я","risu.ua","poroshenko_speech","https://risu.ua/yak-poroshenko-konstantinopol-brav-istoriya-tomosu-dlya-ukrajinskogo-pravoslav-ya_n95776","outside_junctures","2017"
"afb0c2722b5d","Зусиллями президента Порошенка доля українського православ'я із внутрішньоцерковного перетворилася на питання національної безпеки.",TRUE,"both","state","Russia","other",2,"The article's own framing (repeated near the top and body of the piece) states that through Poroshenko's efforts the fate of Ukrainian Orthodoxy 'was transformed from an internal church matter into a question of national security', and separately recounts that in 2016 Poroshenko declared church independence 'a matter of national security and a component of state independence', later expanding it to 'national identity' in 2018. This is a meta-level securitising move -- explicitly relabelling a religious/ecclesiastical issue as a national-security issue -- that underpins and justifies the extraordinary diplomatic campaign (personal presidential lobbying of the Ecumenical Patriarch) to secure the Tomos.","coded_batch_02.json","2017-12-08","Як Порошенко Константинополь брав: історія томосу для українського православ'я","risu.ua","poroshenko_speech","https://risu.ua/yak-poroshenko-konstantinopol-brav-istoriya-tomosu-dlya-ukrajinskogo-pravoslav-ya_n95776","outside_junctures","2017"
"bc636669af35","Ігоря Артюшенка до Голови СБУ, міністра юстиції, Генпрокурора щодо злочинної діяльності окремих представників УПЦ МП та Громадської організації «Союз православний «Радомир» у місті Запоріжжя.",TRUE,"material","state","UOC-MP","other",3,"Formal parliamentary interpellation (registered deputy inquiry) by MP Ihor Artyushenko, addressed to the Head of the SBU (Security Service), the Minister of Justice, and the Prosecutor General, concerning the 'criminal activity of certain representatives of UOC-MP and the NGO Union of Orthodox 'Radomir'' in Zaporizhzhia. This corroborates the 'Radomir' paramilitary youth organisation described in the Fr. Ihor Savva interview (batch 4, doc 7c7ef5e82884). A clear, textbook securitising move: threat identification (criminal activity), referred directly to the state's security and law-enforcement apparatus (SBU) rather than routed through ordinary civil/administrative channels -- itself an extraordinary, securitised venue for addressing the matter.","coded_batch_03.json","2018-01-19","Засідання 51","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6704.html","J1_autocephaly_2018-19","2018"
"bc636669af35","Андрія Іллєнка до Ради нацбезпеки і оборони України, Департаменту у справах релігій та національностей Міністерства культури України, Міністерства юстиції України про необхідність вжиття заходів реагування щодо антидержавної діяльності представників Української Православної Церкви (Московський Патріархат).",TRUE,"material","state","UOC-MP","other",3,"Formal parliamentary interpellation by MP Andriy Illienko, addressed directly to the National Security and Defence Council of Ukraine (RNBO) -- the country's top security body -- as well as the Ministry of Culture's Religious Affairs Department and the Ministry of Justice, explicitly labelling UOC-MP representatives' conduct as 'anti-state activity' (антидержавна діяльність) and calling for 'response measures' (заходи реагування). This is one of the clearest possible securitising moves in the corpus: explicit threat identification framed in state-security terms, referent object is the state itself (антидержавна = directed against the state), and the extraordinary measure is an explicit request that Ukraine's national security council take countermeasures -- a paradigmatic move from normal politics into the security domain.","coded_batch_03.json","2018-01-19","Засідання 51","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6704.html","J1_autocephaly_2018-19","2018"
"7c7ef5e82884","В конце концов, это оказалось военизированной организацией... Я говорю: «Боже упаси меня от такой охраны. Меня надо охранять от этой охраны».",TRUE,"material","other","UOC-MP","other",2,"Duplicate of the document already coded in batch 4 (same doc_id/content): interview with Fr. Ihor Savva, a UOC-MP priest stripped of his Zaporizhzhia parish for pro-Ukrainian sympathies, describing 'Radomir' -- a youth organisation tied to his eparchy that turned into a paramilitary group ('titushki' of the Moscow Patriarchate) allegedly involved in beating pro-Ukrainian Maidan protesters. This corroborates the formal parliamentary interpellation by MP Ihor Artyushenko to the SBU/Justice Ministry/Prosecutor General regarding 'criminal activity of certain representatives of UOC-MP and the NGO Radomir in Zaporizhzhia' (coded in the re-uploaded batch 3, doc bc636669af35). Coded identically to the prior instance: material threat, threat_actor UOC-MP, confidence 2 given the testimonial rather than explicit-call-to-action nature of the passage.","coded_batch_05.json","2018-03-14","Опальный священник Игорь Савва о конфликте с Московским патриархатом: ""Там могут сказать про ДНР - “наши”, а про Порошенко - “каратели”","risu.ua","poroshenko_speech","https://risu.ua/opalnyy-svyashchennik-igor-savva-o-konflikte-s-moskovskim-patriarhatom-quot-tam-mogut-skazat-pro-dnr-nashi-a-pro-poroshenko-karateli_n89721","J1_autocephaly_2018-19","2018"
"7203fffdcdbd","Слідом за делегаціями з Константинополя, які об'їздили помісні церкви, їхали такі самі від РПЦ і лякали «кровопролиттями в Україні через томос».",TRUE,"material","nation","Russia","other",2,"Duplicate of the document already coded in batch 6 (same doc_id/content): detailed BBC-sourced retrospective on the 2018 road to the Tomos. Reports that ROC delegations warned/threatened other Local Churches with 'bloodshed in Ukraine because of the Tomos' while touring to counter Constantinople's outreach -- an explicit securitising move by Russia/ROC using a violence threat as diplomatic leverage. Coded identically to the prior instance.","coded_batch_08.json","2018-04-17","Томос очима ВВС: як українська церква йшла до автокефалії","risu.ua","poroshenko_speech","https://risu.ua/tomos-ochima-vvs-yak-ukrajinska-cerkva-yshla-do-avtokefaliji_n102002","J1_autocephaly_2018-19","2018"
"88e57ef1dccd","Вважаю це питання історичної ваги для України, для усіх нас. І дане питання – це питання в першу чергу релігії, але також це питання утвердження державності та національної безпеки.",TRUE,"both","state","Russia","other",3,"Opening remarks by the Chair (Andriy Parubiy) of the Verkhovna Rada, introducing the vote on the resolution supporting Poroshenko's Tomos appeal (19 Apr 2018). Explicitly frames the autocephaly question as 'first a matter of religion, but also a matter of state-building and national security' -- a direct, unambiguous securitising statement by the presiding officer of parliament immediately before the vote and Poroshenko's speech.","coded_batch_09.json","2018-04-19","Засідання 34","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6787.html","J1_autocephaly_2018-19","2018"
"88e57ef1dccd","Такий Томос... видалить рудименти того політичного проекту, який називається «руським миром» і який придумали, до речі, саме ієрархи Російської Православної Церкви. То вже потім цю небезпечну для України політичну єресь взяла на озброєння влада Російської Федерації.",TRUE,"ontological","identity","Russia","other",3,"From Poroshenko's plenary speech presenting the Tomos appeal for parliamentary support. He explicitly labels the 'russkiy mir' project a 'dangerous political heresy for Ukraine', attributing its invention to Russian Orthodox Church hierarchs and its subsequent weaponisation by the Russian state -- explicit threat identification (heresy/ideological threat to Ukrainian identity) with Russia/ROC as threat actor, tied directly to the extraordinary measure of the Tomos campaign underway.","coded_batch_09.json","2018-04-19","Засідання 34","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6787.html","J1_autocephaly_2018-19","2018"
"88e57ef1dccd","Церкву, яка буде євхаристійно, молитовно поєднана з іншими помісними церквами, але адміністративно незалежну від будь-яких закордонних церковних юрисдикцій, особливо від тієї, яка прямо пов'язана з країною-агресором.",TRUE,"both","state","UOC-MP","other",3,"Poroshenko explicitly characterises the (unnamed but clearly UOC-MP) jurisdiction as 'directly linked to the aggressor country', framing administrative independence from it as the goal of the Tomos process -- direct threat-actor identification (UOC-MP's Moscow linkage) tied to the extraordinary measure of full administrative separation.","coded_batch_09.json","2018-04-19","Засідання 34","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6787.html","J1_autocephaly_2018-19","2018"
"88e57ef1dccd","А я давно попереджав... що ми не будемо байдуже спозирати за іншою державою... втручання іншої держави в наші церковні справи, за її спробами використати в своїх інтересах почуття частини українських православних.",TRUE,"both","state","Russia","other",3,"Poroshenko self-quotes his own earlier securitising formula (previously coded in batch 2, doc 1dd3bdc331ba) about not passively watching foreign-state interference in Ukraine's church affairs, reaffirming it directly in front of parliament as the justification for the vote about to take place.","coded_batch_09.json","2018-04-19","Засідання 34","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6787.html","J1_autocephaly_2018-19","2018"
"88e57ef1dccd","Для всіх справжніх патріотів зміцнення єдності є пріоритетним завданням, бо єдність – це наша головна зброя в боротьбі із російським агресором.",TRUE,"material","nation","Russia","other",3,"Poroshenko explicitly frames church unity (via the Tomos) as 'our main weapon in the fight against the Russian aggressor' -- militarised, existential framing of the autocephaly campaign as an instrument of national defence.","coded_batch_09.json","2018-04-19","Засідання 34","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6787.html","J1_autocephaly_2018-19","2018"
"88e57ef1dccd","Шановні, тут не лише релігія – тут геополітика... Це питання національної безпеки і нашої оборони в цій...",TRUE,"both","state","Russia","other",3,"The clearest possible securitising statement in the speech: Poroshenko explicitly declares 'this is not just religion -- this is geopolitics' and states the Tomos/autocephaly campaign is 'a matter of national security and our defence', placing it on par with EU/NATO accession as existential state priorities. This is a textbook Copenhagen School securitising move: explicit relabelling of a religious-institutional matter as a national-security matter, delivered directly to parliament immediately before the vote.","coded_batch_09.json","2018-04-19","Засідання 34","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6787.html","J1_autocephaly_2018-19","2018"
"c1a357698e8c","Наибольшее давление сейчас будет оказываться на самого Варфоломея. Вплоть до самых радикальных методов. К которым, увы, россиянам не привыкать.",TRUE,"material","other","Russia","other",2,"LB.ua analytical article (journalist S.K., not Poroshenko's own words despite the speaker tag) explaining the geopolitics of the Tomos push. Quoting 'church circles' sources, it predicts that Russia will apply maximum pressure on Patriarch Bartholomew to block Ukrainian autocephaly, 'up to the most radical methods, which Russians are, alas, no strangers to' -- a euphemistic but clear insinuation of potential violent/extreme coercion. Coded as a securitising move documenting Russia as threat actor against the Ecumenical Patriarchate (referent_object 'other' since the immediate target is Bartholomew/Constantinople rather than Ukraine directly), extraordinary_measure 'other' (radical coercive methods). The rest of the article is largely descriptive/explanatory journalism about the Tomos process, MP reactions, and church demographics.","coded_batch_09.json","2018-04-19","Порошенко и автокефалия: последний бой, он важный самый","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-i-avtokefaliya-posledniy-boy-on-vazhnyy-samyy_n90561","J1_autocephaly_2018-19","2018"
"8c4fbf2b36b6","Автокефалія і зараз залишається частиною нео-імперських проектів. Нео-радянська нео-імперія використовує цей чинник (усіляко блокуючи українську автокефалію) для свого збереження і розвитку. Між тим Україна через автокефалію намагається вийти з обрію імперії.",TRUE,"both","nation","Russia","other",2,"Scholarly historical essay on the theology and politics of autocephaly (largely academic/comparative in the remainder of the piece). Its opening framing explicitly identifies a 'neo-Soviet neo-empire' (Russia) as blocking Ukrainian autocephaly to preserve itself, and frames Ukraine's pursuit of autocephaly as an act of de-imperialisation/decolonisation. This is a milder, more academic register of the same securitising logic found in Poroshenko's speeches elsewhere in this batch -- threat identification (empire blocking Ukrainian sovereignty) with an implicit endorsement of the ongoing autocephaly campaign as the appropriate (extraordinary) response.","coded_batch_09.json","2018-04-22","Автокефалія та її український випадок","risu.ua","poroshenko_speech","https://risu.ua/avtokefaliya-ta-jiji-ukrajinskiy-vipadok_n91022","J1_autocephaly_2018-19","2018"
"85b72a1771bd","Коли Росія дізналася, що я звернувся до Вселенського Патріарха, вона щоденно змінювала свої дії і заяви... Потім вони стали казати, що зможуть зупинити цей процес. І лише зараз вони злякалися.",TRUE,"material","nation","Russia","other",2,"Direct Poroshenko interview quote describing Russia's shifting reactions to the Tomos request, culminating in threats 'that they could stop this process'. Poroshenko frames Russian panic/threats as validation that Ukraine is 'doing it right'. Coded as documenting a securitising move by Russia (threatening to halt the autocephaly process) as reported by Poroshenko, rather than Poroshenko's own securitising claim about UOC-MP; confidence moderated to 2 given the triumphalist, somewhat rhetorical framing.","coded_batch_09.json","2018-04-24","Петро Порошенко про автокефалію: Лише зараз Росія злякалася","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-pro-avtokefaliyu-lishe-zaraz-rosiya-zlyakalasya_n90461","J1_autocephaly_2018-19","2018"
"348f92370eb3","Зараз це дуже небезпечно, оскільки країна переповнена обуренням, угрупованнями бойовиків і зброєю... Ніби ось-ось почнуть палити по усім. Замість заспокоєння – влада створює все нові точки протистоянь у суспільстві.",TRUE,"material","nation","other","none",2,"Vasyl Anisimov, an unofficial pro-Russian UOC-MP-linked press figure, warns that Poroshenko's autocephaly push is 'playing with fire', comparing him to the devil tempting the Patriarch, and claims the country is dangerously 'full of resentment, armed groups and weapons' such that violence ('shooting at everyone') could erupt, accusing the authorities of creating 'new points of confrontation' instead of calming society. This is a reverse-direction securitising move: it identifies a threat (civil/religious violence) and implicitly calls for the extraordinary measure of halting the autocephaly process (redirecting to ending the war 'in two weeks' as originally promised) -- coded with threat_actor 'other' since the entity blamed for creating danger is the Ukrainian state/Poroshenko's initiative from this speaker's pro-Russian perspective, not UOC-MP itself.","coded_batch_10.json","2018-04-28","Неофіцйний спікер УПЦ (МП) порівняв Порошенка з дияволом","risu.ua","poroshenko_speech","https://risu.ua/neoficyniy-spiker-upc-mp-porivnyav-poroshenka-z-diyavolom_n90541","J1_autocephaly_2018-19","2018"
